score,review,date
3.9,　開幕から延々音楽だけを流している時間があり、インターミッションがあり、と今では失われた大作映画の贅沢な時間を映画館で定期的に摂取すること自体が良いイベントだなと思う。謎の黒い模様がマンハッタンの遠景だったことが分かり、空撮ショットが重ねられると、シームレスにファースト・シークエンスに入っていく。台詞など無くとも運動の連鎖だけで物語ることができるミュージカル映画の特権を誇示するように、流れるようなカット割りが披露され、ダイナミックな俯瞰ショットや戯画化された暴力の愉快なイメージを自由に織り交ぜながら画面が躍動する。黄金期ハリウッドミュージカル映画のように役者の動きの始点から終点までをロングテイクで見せるのではなく、役者と共にテンポ良く踊る編集の妙技で見せる点が新時代のミュージカル映画だったのだろう。結局ファースト・シークエンスが一番面白かったな。　本作の不良集団は病んだ社会の反映でもあるのだが、ミュージカル映画らしく彼らが逸脱した原因はシャーク団とジェット団で図式的に割り振られている。前者は差別、後者は家庭環境。重いテーマをあっけらかんと歌う様が魅力的な“America” では、オスカーを取ったリタ・モレノとジョージ・チャキリスのエネルギーが真正面から衝突し、憧れの地であるアメリカ、しかし自分の国ではないアメリカへの愛憎、葛藤が噴出する。対して、ジェット団は親の愛の欠如を元気に歌い上げ、法廷、病院、拘置所、少年相談所をたらい回しにされる寸劇と共に、どこにも居場所のない彼らの有様を陽性のアイロニーと共に披露する。　主人公サイドは人種間の融和を是としているのだが、それに反して画面は圧倒的に闘争場面の方が輝いている。室内シーンが減って闘争場面のようなダンスとカッティングの比率が高まれば高まるほど良かった気がするな。オレンジ色の嘘の光と“Tonight ”に彩られて、登場人物が一点に集合していく導入から始まるシークエンスでは、ギラリと光るナイフのもたらす結末が、ミュージカル映画だと思って安穏と眺めていた、ある意味では舐めていた自分に冷や水をぶっかけてきた。ダンス描写が暴力として用いられるのは、黄金期ハリウッドミュージカルの多幸感溢れる世界ではあり得なかっただろうし、ハリウッド黄金期が終了してニューシネマの到来を待つ過渡期のミュージカル映画として(完全な悪玉としての警官も合わせて)先取り的に社会の暗部の空気を吸収した映画なのだと思う。　マリアとアニタは、それぞれの恋人が殺した側と殺された側になってしまうという苛烈な展開。ガラスに写る影として不穏に登場するアニタだったが、しかし、二人は合唱することだけで通じ合ってしまう。この辺り、ミュージカルの語りってパワーあるよな。とはいえその後のドクの店でのシーンは、ミュージカル様式によって和らいでいるように見えるだけの輪姦であって、やっぱり苛烈なんだよな。ミュージカル映画として当時見た人たちは驚いたんじゃないだろうか。　本作がニューシネマの先取りであるならば、主人公二人が抱き合う決定的な瞬間を銃弾が貫くことになるだろう。デュエットを持ちかけられたのに応えることができないというのは、正にミュージカル映画的な死と言えるのではないか。　ダンスパーティーのシーンでは白いドレスによって周囲から浮かび上がりそのヒロイン性を誇示していたマリアだったが、今度は激情で染め上げられた赤の衣装によってやはり周囲から浮き上がっている。トニーを殺した犯人として“hate”を糾弾する彼女の演説は遅すぎたようであり、二つのグループが初めて協働する時に残されていたのは遺体を運ぶ作業だけだった。ミュージカル映画でこれだけ無常に立ちはだかってくる“THE END”のテロップを突きつけられるとは思わなかった。,2022/07/09
2.8,街のチンピラ集団ジェット団とプエルトリコ移民のチンピラ集団シャーク団は歪みあっている。ジェット団の相談役？的なトニーとシャーク団の長ベルナルドの妹が恋に落ちる。ジェット団とシャーク団は決闘することに。決闘中、ジェット団の長リフがベルナルドに刺殺され、逆上したトニーはベルナルド刺殺。単純明快なストーリーで面白いのだが、このテーマをミュージカルにすると、滑稽に見えたのと、あっさり死ぬので、死が軽く見えた。,2022/07/05
4.5,あたしゃ冒頭の群舞に弱いんだ。秒で傑作認定しちゃうね。取っ組み合いのケンカも振り付けと融合するなんて楽しすぎる。ロミオとジュリエットをNYの移民非行少年たちの抗争で展開するという社会派。もちろん舞台も雑然とした路地裏や無骨なレンガ壁の間の非常階段。愛と夢を歌うのに場所なんか関係ないんだなぁと、MGMの華やかなミュージカルをいくつか見た私はそう思いました。#シェイクスピア,2022/06/26
3.7,スピルバーグ監督版を先に鑑賞してしまっていて、、、でもストーリーが分かっている分、期待値を低くできていたのでよかったのかも(笑) 最初のダンスパーティーでのJetsとSharksのドレスの色の対比がとにかく好き。衣装やみんなのスタイルもこの時代ならではでおもしろい。喧嘩シーンとかでは動きが全部大げさなのが笑える。そんな小さいナイフで人死ぬんかいなとかも思うし。警察やドクですら止められない争い、ましてや止めに行ったはずのトニーがベルナルドを殺してしまうという展開、争いってどうしてこんなにも一時の感情や衝動で起こってしまうんだろうと思うよね。スピルバーグ版を観たときにも思ったけど、トニーがマリアのお兄さんであるベルナルドを殺したっていう構図が、アニタにもマリアにも同等にショッキングな出来事で皮肉だなあ。お互いを憎み合ってしまう、一番悲しい展開。,2022/06/26
4.0,スピルバーグ版を見たのでオリジナルを再視聴。やっぱりオリジナルの方が好き！楽曲も映像も素晴らしい‼︎もう一度スピルバーグ版も見たくなりました！,2022/06/25
2.5,高校の音楽の授業で鑑賞。音楽は素晴らしかった。全部いい曲だったしディズニー味があってすき。ただ物語と演技は正直に言うと私の好みじゃなさすぎて個人的には最悪だった。敢えてわざとっぽくしてるのはもちろんわかるけど、私は苦手でした。トニーがマリアマリアってずっと叫んでるのもイライラしたしマリアも兄よりも先にトニーを心配しちゃうところとかトニーを庇うところとか、「愛」なのはわかるけど私には理解できなくて始終イライラしてた。昔の映画だから仕方ないとは言え人種差別、男女差別とかの表現も多くて特にアニタが1人でトニー軍団の奴らのところに行ってそいつらにいじめられちゃうシーン。ほんとにクソほどイラついた。結構本気で嫌でしたね^ ^ ミュージカル映画はやっぱりララランドが1番好き。,2022/06/25
0.0,ジョージチャキリスが格好いい。紫色のシャツ買う。スピルバーグは人物描写がとても上手だと知った。,2022/06/24
0.0,ミュージカルシーン素敵、指ぱちぱちしながら集まってくるの粋じゃん？けどストーリーは 人種差別 女性蔑視 貧富の差 そこから生まれる幼稚な暴力、社会の嫌なところ詰め込みましたぁ！って感じラストはひたすらやるせなかったなこんな道しかないのかって台詞、ほんまそれ戦争とか争いって結局そういうもので、誰が何が悪いとかっていうより、ひたすら憎しみが人を殺すんだよな そんな道しかないのかレポ題材としては、まぁアリだけど面白みに欠けるかなという感じですね,2022/06/23
3.4,"間違えて消してしまった。ロミジュリの悲劇の伝達ミスに人の意志を介在させることでより教訓めいた話になっていたところが面白かったです。コメントペーパー毎回リキ入れて己が主張を書いてんだがなかなか読まれずふむん…となってたけどついに読まれて『なるほど…これが""いい""のね』の星野アイ状態になっている。ダンスバトル好きな人見てね。スカートの下のパニエがふわふわひらひらしてるの見るたびに幸せになる。",2022/06/22
3.8,スピルバーグの観たあとにみたから、ちょっと物足りなかったかな,2022/06/21
